Frame,Object ID,Class,X1,Y1,X2,Y2,Confidence
103,24,skateboard,362,109,422,234,0.5481812357902527
104,24,skateboard,362,109,422,234,0.5481812357902527
108,25,person,1,2,370,168,0.7328831553459167
109,25,person,1,2,370,168,0.7325504422187805
110,25,person,1,2,370,168,0.7332422137260437
111,25,person,1,2,370,168,0.7332422137260437
112,25,person,1,2,370,168,0.7325772643089294
116,26,person,303,152,393,277,0.7299358248710632
116,27,person,0,1,381,147,0.7174502611160278
117,27,person,0,1,381,145,0.7950726747512817
117,26,person,305,156,393,277,0.7090778946876526
118,27,person,0,1,382,145,0.7993436455726624
118,26,person,300,159,393,277,0.6604155898094177
119,27,person,0,1,382,145,0.7934352159500122
119,26,person,297,156,393,277,0.5073232054710388
120,27,person,0,1,381,143,0.814608097076416
121,27,person,0,1,381,143,0.8080562949180603
122,27,person,0,1,381,143,0.8053135275840759
123,27,person,0,1,381,143,0.7896868586540222
124,27,person,0,1,381,143,0.7887299656867981
125,27,person,0,1,381,143,0.7911654710769653
126,27,person,0,1,381,143,0.7861011028289795
127,27,person,0,1,381,144,0.7812389731407166
128,27,person,0,1,381,144,0.7821969389915466
129,27,person,0,1,381,143,0.7808355093002319
130,27,person,0,1,381,143,0.7953842282295227
131,27,person,0,1,381,143,0.7794224619865417
132,27,person,0,1,381,143,0.7853490114212036
133,27,person,0,1,381,144,0.7821782231330872
134,27,person,0,1,381,143,0.7790881991386414
135,27,person,0,1,381,143,0.7757105827331543
136,27,person,0,1,381,143,0.774799108505249
137,27,person,0,1,381,143,0.7678787708282471
138,27,person,0,1,381,143,0.7728304862976074
139,27,person,0,1,381,143,0.7921879291534424
140,27,person,0,1,381,143,0.7993267178535461
141,27,person,0,1,381,143,0.8015745878219604
142,27,person,0,1,381,144,0.7187283635139465
143,28,person,299,163,393,277,0.8122084140777588
143,27,person,1,1,381,143,0.7414783239364624
144,28,person,300,162,393,277,0.7648019194602966
144,27,person,1,1,381,143,0.689349889755249
175,29,bird,401,137,563,357,0.5309362411499023
176,30,person,5,74,519,355,0.5445430278778076
177,30,person,6,75,521,354,0.5283077359199524
178,30,person,6,71,531,354,0.5510706305503845
179,30,person,2,73,510,326,0.5765441060066223
180,30,person,5,73,540,353,0.5840393900871277
181,30,person,2,76,509,317,0.5750671625137329
182,30,person,4,73,536,353,0.6113316416740417
183,30,person,4,72,534,353,0.6426368355751038
184,30,person,4,72,533,352,0.6295284032821655
185,30,person,1,0,563,350,0.5231197476387024
189,31,person,0,8,313,355,0.5515520572662354
190,31,person,0,3,294,353,0.6320794820785522
191,31,person,0,5,277,356,0.6105743050575256
192,31,person,0,5,259,355,0.6729459166526794
193,31,person,0,6,248,355,0.6285379528999329
195,32,person,0,4,231,352,0.5521345734596252
196,32,person,0,4,229,351,0.5819690823554993
197,32,person,0,6,230,352,0.5255838632583618
198,32,person,0,7,231,353,0.5471276044845581
199,32,person,0,7,231,352,0.5996041893959045
200,32,person,0,8,231,352,0.6288385391235352
201,32,person,0,8,231,352,0.6050589680671692
202,32,person,0,7,231,351,0.5766769051551819
203,32,person,0,5,229,351,0.635444164276123
206,33,person,188,140,293,268,0.6958670020103455
207,34,bird,189,141,292,267,0.5645423531532288
208,34,bird,189,140,292,267,0.5066126585006714
209,34,bird,189,140,292,266,0.5184247493743896
221,35,person,133,6,464,354,0.7525961995124817
222,35,person,131,6,455,354,0.803625226020813
223,35,person,137,6,455,354,0.7536989450454712
224,35,person,61,7,462,355,0.7721704244613647
225,35,person,64,8,457,356,0.8459909558296204
226,35,person,64,9,465,355,0.8125864863395691
227,35,person,63,9,468,355,0.8188863396644592
228,35,person,65,12,470,355,0.8758205771446228
229,35,person,67,9,476,355,0.841597318649292
230,35,person,64,11,476,355,0.83961021900177
231,35,person,63,11,476,355,0.8249827027320862
232,35,person,62,11,477,355,0.8120041489601135
233,35,person,99,14,481,355,0.807454526424408
234,35,person,59,12,483,355,0.8560742139816284
235,35,person,59,13,486,355,0.8723524808883667
236,35,person,70,16,490,355,0.8379025459289551
237,35,person,67,18,492,355,0.8521982431411743
238,35,person,71,16,492,355,0.8462768197059631
239,35,person,159,18,489,355,0.8358402252197266
240,35,person,0,0,511,356,0.6133080720901489
241,35,person,0,0,491,357,0.5756189823150635
242,35,person,2,0,543,356,0.5406541228294373
243,35,person,0,0,506,355,0.6182670593261719
244,35,person,0,0,486,355,0.6173127889633179
245,35,person,0,0,513,355,0.6132360696792603
246,35,person,0,0,509,356,0.588044285774231
260,36,cell phone,174,0,555,357,0.5717206001281738
261,36,cell phone,174,1,556,357,0.666290283203125
262,36,cell phone,170,1,557,357,0.6818351745605469
263,36,cell phone,173,1,559,357,0.7049916982650757
265,37,person,170,54,478,355,0.6482645869255066
266,37,person,172,48,479,356,0.666964054107666
267,37,person,171,39,488,356,0.5656746029853821
268,37,person,169,31,469,357,0.6140540242195129
269,37,person,166,30,470,356,0.5937561988830566
270,37,person,164,25,474,357,0.6636949181556702
271,37,person,163,21,473,357,0.5586856007575989
271,38,person,0,108,123,355,0.5041860342025757
272,38,person,0,121,144,355,0.6221829652786255
272,37,person,164,19,472,357,0.5457736253738403
273,37,person,164,19,471,357,0.5859448313713074
274,37,person,162,23,471,356,0.6011463403701782
276,39,person,154,11,521,354,0.613558292388916
277,39,person,162,34,465,355,0.6111922860145569
278,39,person,161,36,466,355,0.7130313515663147
279,40,person,0,150,215,356,0.5249649882316589
279,39,person,151,39,470,356,0.5176948308944702
280,40,person,0,152,217,355,0.5212210416793823
281,40,person,0,160,230,356,0.5114928483963013
282,40,person,0,165,243,356,0.5128589868545532
283,40,person,0,167,253,356,0.6794680953025818
284,40,person,0,169,254,356,0.6491364240646362
285,40,person,0,170,255,356,0.6677023768424988
288,41,person,0,172,257,356,0.6084330677986145
289,41,person,0,172,254,356,0.5794897675514221
290,41,person,0,172,255,356,0.5356223583221436
295,42,person,0,172,262,356,0.5073351263999939
300,43,cell phone,152,0,555,356,0.7110641002655029
300,44,person,0,172,214,356,0.5590375661849976
301,44,person,0,164,196,356,0.6698299646377563
301,43,cell phone,132,0,559,356,0.6394025683403015
303,45,cell phone,168,0,552,357,0.5142664313316345
304,45,cell phone,169,0,551,357,0.6972199082374573
305,46,person,0,127,221,355,0.621776282787323
306,46,person,0,121,223,355,0.6306502223014832
307,46,person,0,115,248,353,0.6405625939369202
308,46,person,0,110,264,353,0.5143980383872986
309,46,person,0,110,282,355,0.5981842875480652
310,46,person,0,113,293,355,0.6159161329269409
311,46,person,0,113,293,355,0.7075266242027283
312,46,person,0,111,289,355,0.61553955078125
314,47,person,0,83,213,355,0.6201411485671997
315,47,person,0,59,226,354,0.535274088382721
315,48,cell phone,167,0,549,357,0.5268658399581909
316,48,cell phone,163,0,546,356,0.781639039516449
317,48,cell phone,169,0,546,357,0.6930097341537476
319,49,person,1,8,468,353,0.5069687366485596
320,49,person,0,0,461,349,0.59465092420578
320,50,cell phone,161,0,560,357,0.5883402228355408
321,50,cell phone,166,0,564,358,0.6997215151786804
322,51,person,0,3,488,354,0.7325136065483093
322,50,cell phone,161,1,567,358,0.666775107383728
324,52,cell phone,152,0,565,358,0.5275404453277588
326,53,cell phone,143,0,560,358,0.6342562437057495
327,53,cell phone,149,0,558,359,0.5112147927284241
328,53,cell phone,166,0,554,357,0.7811011075973511
328,54,person,0,59,301,352,0.6169797778129578
329,53,cell phone,168,0,556,358,0.818304717540741
329,54,person,0,77,283,353,0.5193787217140198
330,53,cell phone,169,0,556,357,0.743940532207489
330,54,person,0,93,255,351,0.5474965572357178
331,53,cell phone,169,0,559,358,0.9319401979446411
331,54,person,0,107,227,353,0.6007372140884399
332,53,cell phone,170,0,559,358,0.8328097462654114
333,53,cell phone,170,0,556,359,0.7971858978271484
334,53,cell phone,170,0,555,359,0.8358170986175537
335,53,cell phone,170,0,556,359,0.8834431171417236
336,53,cell phone,168,0,558,359,0.8752045631408691
337,53,cell phone,167,0,558,359,0.9014886617660522
338,53,cell phone,167,0,558,359,0.8492041230201721
338,55,person,0,171,184,354,0.5384634137153625
339,53,cell phone,166,0,558,359,0.8424584269523621
340,53,cell phone,166,0,559,358,0.8129544854164124
340,56,person,0,178,186,355,0.5353966355323792
341,53,cell phone,162,0,561,359,0.7820863127708435
342,53,cell phone,168,0,563,356,0.7825700044631958
342,57,person,0,178,184,356,0.5184751152992249
343,53,cell phone,152,0,560,356,0.7410290241241455
343,57,person,0,177,182,355,0.5986063480377197
344,53,cell phone,160,0,556,356,0.7395399808883667
344,57,person,0,177,182,355,0.6183041334152222
345,57,person,0,179,182,356,0.5754488110542297
345,53,cell phone,150,0,558,350,0.5612208843231201
346,53,cell phone,164,0,556,358,0.9217630624771118
347,53,cell phone,160,0,557,358,0.8947184085845947
347,58,person,0,179,183,355,0.5417712330818176
348,53,cell phone,154,0,557,356,0.8750637769699097
349,53,cell phone,158,0,555,358,0.8679102659225464
350,53,cell phone,157,0,556,356,0.8655532598495483
351,53,cell phone,162,0,556,358,0.92069411277771
351,59,person,0,179,182,354,0.546298623085022
352,53,cell phone,155,0,556,357,0.8503597974777222
353,53,cell phone,160,0,554,358,0.8426676392555237
354,53,cell phone,166,0,551,358,0.8790459632873535
355,60,person,0,127,201,354,0.7972233891487122
355,53,cell phone,161,0,550,357,0.7772232890129089
355,61,person,359,225,477,357,0.5971368551254272
356,53,cell phone,157,0,550,355,0.811281681060791
356,60,person,0,117,223,355,0.6527110934257507
357,53,cell phone,147,0,552,354,0.7893317341804504
357,60,person,0,112,256,353,0.7109193205833435
358,60,person,0,107,286,352,0.7143853902816772
358,53,cell phone,165,0,554,355,0.5287268757820129
359,60,person,0,108,312,347,0.6010845303535461
359,53,cell phone,190,1,558,354,0.5479068160057068
360,60,person,0,112,335,355,0.6521655321121216
361,60,person,0,112,345,355,0.728411078453064
362,62,cell phone,141,0,558,354,0.6118226051330566
364,63,person,0,49,343,352,0.5188703536987305
365,63,person,0,20,346,352,0.5385827422142029
366,64,cell phone,240,1,562,354,0.6455481648445129
367,65,person,0,34,344,351,0.5682839751243591
367,64,cell phone,242,1,561,354,0.5217314958572388
368,65,person,0,13,345,353,0.6293544769287109
368,64,cell phone,145,0,561,355,0.5450463891029358
369,64,cell phone,94,0,560,353,0.5876836180686951
374,66,cell phone,159,0,563,357,0.5364537835121155
375,66,cell phone,156,0,572,358,0.6304196715354919
377,67,cell phone,161,0,571,358,0.6228171586990356
378,67,cell phone,163,0,562,357,0.6653290390968323
379,67,cell phone,159,0,559,358,0.7599449753761292
380,67,cell phone,158,0,556,359,0.7498815059661865
380,68,person,371,223,480,356,0.5285015106201172
381,67,cell phone,157,0,555,358,0.7361474633216858
381,68,person,370,222,480,356,0.526592493057251
382,67,cell phone,156,0,556,358,0.7918022274971008
382,68,person,370,222,480,356,0.5234944224357605
383,67,cell phone,156,0,555,358,0.7078428864479065
383,68,person,370,223,479,356,0.5645512938499451
384,67,cell phone,157,0,553,357,0.8236594200134277
384,68,person,373,223,477,356,0.5168336033821106
385,67,cell phone,157,0,553,357,0.8031827211380005
385,68,person,373,223,477,356,0.5161886811256409
386,67,cell phone,157,0,554,357,0.7479433417320251
386,68,person,371,225,478,356,0.5128718614578247
387,67,cell phone,162,1,555,357,0.6449618339538574
388,67,cell phone,156,0,555,357,0.7247968316078186
389,67,cell phone,155,0,553,357,0.7475075721740723
390,67,cell phone,153,0,553,357,0.7252990007400513
391,67,cell phone,156,0,554,357,0.8005903363227844
392,67,cell phone,154,0,555,357,0.7762054204940796
393,67,cell phone,154,0,555,356,0.7303304672241211
394,67,cell phone,152,0,554,357,0.6865886449813843
395,67,cell phone,155,0,554,356,0.5621098279953003
396,67,cell phone,154,0,557,356,0.738902747631073
397,69,person,120,0,417,356,0.8241632580757141
398,69,person,121,0,416,356,0.8431336283683777
399,69,person,120,1,415,356,0.8494198322296143
400,69,person,122,2,413,356,0.769057035446167
401,69,person,123,4,413,356,0.8074015378952026
402,69,person,122,2,405,356,0.7951579093933105
403,69,person,117,4,398,353,0.5678865313529968
405,70,person,120,7,408,355,0.5494173765182495
407,71,person,120,6,407,355,0.5906646251678467
408,71,person,118,3,399,355,0.5960715413093567
409,71,person,113,3,398,355,0.6603151559829712
410,71,person,115,3,392,355,0.7597039341926575
411,71,person,114,4,391,356,0.7176186442375183
412,71,person,114,5,389,356,0.7820337414741516
413,71,person,113,5,390,355,0.7427796125411987
414,71,person,96,5,388,351,0.5830771327018738
415,71,person,111,9,391,354,0.5296579003334045
416,71,person,82,11,392,354,0.5347321033477783
417,72,person,186,2,638,354,0.8800137639045715
418,72,person,189,2,638,355,0.8606136441230774
419,72,person,214,1,638,354,0.7071429491043091
420,72,person,287,2,639,354,0.6866419315338135
421,73,person,24,0,640,355,0.7231484651565552
422,73,person,62,2,638,355,0.7730141282081604
423,73,person,155,2,640,355,0.8060575127601624
423,74,cell phone,75,122,361,268,0.5716757774353027
424,73,person,159,2,640,355,0.8987217545509338
424,74,cell phone,89,111,371,253,0.6117632389068604
425,73,person,99,1,639,355,0.8055754899978638
425,74,cell phone,98,105,376,244,0.607434868812561
426,73,person,68,1,637,357,0.8218667507171631
426,74,cell phone,107,102,383,240,0.5713142156600952
427,73,person,58,1,638,357,0.808711051940918
427,74,cell phone,114,102,385,239,0.5968595743179321
428,73,person,29,1,638,356,0.8117266297340393
428,74,cell phone,118,101,388,241,0.7653452754020691
429,73,person,41,0,639,356,0.8256404995918274
429,74,cell phone,122,102,392,242,0.7489602565765381
430,74,cell phone,127,101,397,242,0.8827992081642151
430,73,person,39,0,638,355,0.8092317581176758
431,74,cell phone,131,102,400,243,0.9055456519126892
431,73,person,58,0,571,355,0.8204715847969055
432,74,cell phone,134,102,401,242,0.8983308672904968
432,73,person,15,0,637,355,0.7858619093894958
435,75,person,326,145,436,357,0.8558604717254639
435,76,person,144,118,249,356,0.8178587555885315
435,77,person,222,155,350,357,0.7919114828109741
435,78,person,296,106,362,222,0.7280977368354797
436,75,person,326,145,436,357,0.8562150597572327
436,76,person,144,118,249,356,0.8178703784942627
436,77,person,222,155,350,357,0.7912853956222534
436,78,person,296,106,362,222,0.7278732061386108
437,75,person,326,145,436,357,0.8562183976173401
437,76,person,144,118,249,356,0.817851185798645
437,77,person,222,155,350,357,0.7912746667861938
437,78,person,296,106,362,222,0.7278720736503601
438,75,person,326,145,436,357,0.8562183976173401
438,76,person,144,118,249,356,0.817851185798645
438,77,person,222,155,350,357,0.7912746667861938
438,78,person,296,106,362,222,0.7278720736503601
439,75,person,326,145,436,357,0.8562183976173401
439,76,person,144,118,249,356,0.817851185798645
439,77,person,222,155,350,357,0.7912746667861938
439,78,person,296,106,362,222,0.7278720736503601
440,75,person,326,145,436,357,0.8562183976173401
440,76,person,144,118,249,356,0.817851185798645
440,77,person,222,155,350,357,0.7912746667861938
440,78,person,296,106,362,222,0.7278720736503601
443,79,person,316,127,413,356,0.867896556854248
443,80,person,112,100,228,355,0.8606733679771423
443,81,person,191,138,328,357,0.7835339903831482
443,82,person,268,75,341,212,0.7215675711631775
444,79,person,316,127,413,356,0.8679706454277039
444,80,person,112,100,228,355,0.8605794906616211
444,81,person,191,138,328,357,0.7832042574882507
444,82,person,268,75,341,212,0.7215451598167419
445,79,person,317,127,413,356,0.8678194880485535
445,80,person,112,100,228,355,0.8608181476593018
445,81,person,191,138,327,357,0.7831487059593201
445,82,person,268,75,341,212,0.7214471101760864
446,79,person,317,127,413,356,0.8678194880485535
446,80,person,112,100,228,355,0.8608181476593018
446,81,person,191,138,327,357,0.7831487059593201
446,82,person,268,75,341,212,0.7214471101760864
447,79,person,317,127,413,356,0.8678194880485535
447,80,person,112,100,228,355,0.8608181476593018
447,81,person,191,138,327,357,0.7831487059593201
447,82,person,268,75,341,212,0.7214471101760864
448,79,person,317,127,413,356,0.8678194880485535
448,80,person,112,100,228,355,0.8608181476593018
448,81,person,191,138,327,357,0.7831487059593201
448,82,person,268,75,341,212,0.7214471101760864
451,83,person,354,105,495,356,0.8733686208724976
451,84,person,232,98,389,355,0.6350771188735962
452,83,person,354,76,494,356,0.6078194975852966
452,84,person,241,108,394,355,0.5793755054473877
452,85,person,119,78,266,356,0.5025026798248291
453,84,person,216,130,392,355,0.638075590133667
454,86,person,356,104,496,356,0.8565276265144348
454,84,person,223,53,394,356,0.8085846304893494
455,86,person,351,103,496,356,0.8665063381195068
455,87,person,121,77,258,356,0.8081985712051392
455,84,person,304,52,395,204,0.5298871994018555
456,87,person,121,78,268,356,0.8454216122627258
456,88,teddy bear,354,104,497,356,0.7831842303276062
456,84,person,223,53,395,356,0.7383148670196533
457,87,person,121,77,269,356,0.8333320021629333
457,88,teddy bear,353,104,497,356,0.7640491724014282
457,84,person,224,52,395,356,0.7239603996276855
458,87,person,121,77,269,356,0.8323215842247009
458,84,person,224,52,395,356,0.725472092628479
458,88,teddy bear,353,104,497,356,0.61116623878479
459,87,person,121,77,269,356,0.8198628425598145
459,84,person,224,52,396,356,0.7465690970420837
459,88,teddy bear,352,104,497,356,0.5002491474151611
460,87,person,121,77,268,356,0.8111205697059631
460,84,person,224,52,396,356,0.7435187101364136
460,89,person,352,104,496,356,0.5054532289505005
461,87,person,121,77,268,356,0.7964993119239807
461,84,person,224,52,397,356,0.7391086220741272
461,89,person,352,104,496,356,0.5672251582145691
462,87,person,121,77,267,356,0.7698068022727966
462,84,person,224,52,397,356,0.7488989233970642
462,89,person,353,104,496,356,0.6131415367126465
463,89,person,352,104,496,356,0.73239666223526
463,87,person,120,77,264,356,0.7274080514907837
463,84,person,225,52,397,356,0.727130651473999
464,89,person,351,104,496,356,0.8026028871536255
464,87,person,120,77,263,356,0.7131916284561157
464,84,person,224,52,396,356,0.7120907306671143
465,89,person,352,104,496,356,0.7626606225967407
465,84,person,225,52,396,356,0.7192315459251404
465,87,person,121,77,262,356,0.6969782710075378
466,84,person,224,52,396,356,0.724574625492096
466,87,person,121,77,265,356,0.7135213017463684
466,89,person,352,104,496,356,0.6994568109512329
467,87,person,121,77,268,356,0.7271531820297241
467,84,person,225,52,396,356,0.7230628132820129
467,89,person,352,104,496,356,0.5976009964942932
468,89,person,352,104,496,356,0.7880158424377441
468,84,person,224,52,396,356,0.7497521042823792
468,87,person,120,77,266,356,0.6977121233940125
469,89,person,351,104,496,356,0.8527443408966064
469,84,person,225,52,396,356,0.7083344459533691
469,87,person,121,77,260,356,0.7053836584091187
470,89,person,351,104,496,356,0.8483487367630005
470,84,person,226,52,396,356,0.7342578768730164
470,87,person,121,77,258,356,0.7203795909881592
471,89,person,351,104,496,356,0.8467747569084167
471,87,person,121,77,258,356,0.7329913377761841
471,84,person,227,52,396,356,0.695445716381073
472,89,person,351,104,496,356,0.863384485244751
472,87,person,121,77,260,356,0.7425832748413086
472,84,person,226,53,397,356,0.695237934589386
473,89,person,351,104,496,356,0.8768868446350098
473,87,person,120,78,254,356,0.7836493253707886
473,84,person,223,125,390,356,0.6794387102127075
474,89,person,351,103,496,356,0.8820353746414185
474,84,person,224,124,386,356,0.8011466860771179
474,87,person,121,78,254,357,0.6816262006759644
475,89,person,353,103,496,356,0.8819389343261719
475,87,person,121,78,256,357,0.8454254269599915
475,84,person,224,123,388,356,0.8023081421852112
475,90,person,305,52,399,195,0.6290120482444763
484,91,hot dog,276,111,638,290,0.5894798040390015
485,91,hot dog,282,106,638,286,0.5161707997322083
486,92,sports ball,262,138,352,226,0.5288653373718262
494,93,person,0,82,252,355,0.8330594301223755
494,94,person,342,101,414,232,0.5999594330787659
495,93,person,0,82,252,355,0.8376458883285522
495,94,person,342,101,414,235,0.5680360198020935
496,93,person,0,82,253,355,0.8362683653831482
497,93,person,0,82,253,355,0.850849449634552
497,95,donut,330,278,369,315,0.6047187447547913
497,96,person,209,102,283,221,0.5419443249702454
498,93,person,0,82,254,355,0.8446981906890869
499,93,person,0,82,253,355,0.8491958379745483
499,97,person,332,110,640,343,0.5007127523422241
500,93,person,0,82,253,355,0.8546940088272095
500,98,person,207,103,282,222,0.6065395474433899
501,93,person,0,83,252,355,0.849354088306427
501,98,person,206,102,283,221,0.5687253475189209
502,93,person,0,82,251,355,0.8495882749557495
502,99,person,334,101,639,326,0.6428710222244263
502,98,person,206,102,283,221,0.5429445505142212
503,93,person,0,83,251,355,0.8549518585205078
503,99,person,363,31,639,353,0.5974552631378174
503,98,person,207,103,283,222,0.513124406337738
504,93,person,0,83,251,355,0.8691328763961792
505,93,person,0,81,251,355,0.8514160513877869
505,100,person,206,99,283,222,0.5588555335998535
506,93,person,0,81,252,355,0.8558968305587769
506,100,person,207,99,283,221,0.5434170365333557
507,93,person,0,81,252,355,0.8511780500411987
507,100,person,207,98,283,221,0.5298774242401123
508,93,person,0,81,252,355,0.8481001853942871
508,100,person,208,99,282,220,0.5616372227668762
509,93,person,0,81,252,355,0.8454156517982483
509,100,person,207,100,283,222,0.5364283323287964
510,93,person,0,82,252,355,0.8396132588386536
510,100,person,207,99,282,221,0.5515643954277039
510,101,person,432,156,639,282,0.516620934009552
511,93,person,0,82,251,355,0.8488115668296814
511,101,person,431,156,639,283,0.5345166325569153
511,100,person,207,99,282,220,0.5291370153427124
512,93,person,0,82,252,355,0.8546443581581116
512,100,person,206,97,281,220,0.5673860907554626
512,101,person,431,155,639,284,0.562595009803772
513,93,person,0,82,252,355,0.8565695881843567
513,101,person,431,155,639,286,0.5583592057228088
513,100,person,206,99,282,220,0.5378587245941162
513,102,person,357,325,394,360,0.5105465650558472
514,93,person,0,82,252,355,0.8502203226089478
514,101,person,432,153,639,286,0.5512085556983948
514,100,person,206,99,281,220,0.5483688116073608
514,102,person,317,337,356,360,0.5066128969192505
515,93,person,0,82,252,355,0.8547739386558533
515,101,person,432,154,639,287,0.5622797608375549
515,102,person,357,325,394,360,0.5205632448196411
515,100,person,206,100,281,220,0.5155182480812073
516,93,person,0,82,252,355,0.8588545322418213
516,101,person,431,153,639,287,0.5697698593139648
516,100,person,206,100,282,220,0.5275710821151733
516,102,person,317,337,356,360,0.5098535418510437
517,93,person,0,82,252,355,0.8381558060646057
517,101,person,431,154,639,287,0.6009657382965088
517,102,person,316,337,356,360,0.5129156112670898
518,93,person,0,82,252,355,0.8396202921867371
518,101,person,431,154,639,287,0.5736978650093079
518,103,person,206,101,282,220,0.5563172101974487
518,102,person,316,337,356,360,0.5130834579467773
519,93,person,0,82,252,355,0.8303648233413696
519,101,person,431,154,639,288,0.5658922791481018
519,102,person,316,337,356,360,0.5402446389198303
519,103,person,207,101,282,220,0.5522461533546448
520,93,person,0,83,252,355,0.830886960029602
520,102,person,316,337,356,360,0.5265082716941833
520,103,person,207,102,282,220,0.5255342125892639
521,93,person,0,82,252,355,0.8286532163619995
521,103,person,207,101,282,221,0.6008903384208679
521,102,person,316,337,356,360,0.5129685401916504
522,93,person,0,82,252,355,0.8373540639877319
522,103,person,207,100,282,220,0.5753433704376221
522,102,person,357,325,394,360,0.5094237327575684
522,104,person,431,154,639,291,0.5003714561462402
523,93,person,0,82,252,355,0.8365420699119568
523,103,person,207,100,282,220,0.61082923412323
523,104,person,430,154,639,292,0.5246668457984924
524,93,person,0,82,252,355,0.8306528925895691
524,103,person,207,98,283,220,0.6363349556922913
524,104,person,427,156,639,296,0.5311967730522156
525,93,person,0,82,252,355,0.8403982520103455
525,103,person,206,100,282,220,0.5461390018463135
525,104,person,421,160,639,299,0.5115294456481934
526,93,person,0,81,252,355,0.842693030834198
526,103,person,207,101,282,220,0.5580477714538574
527,93,person,0,81,252,355,0.8325546383857727
527,105,person,411,164,639,353,0.6236050128936768
527,103,person,206,100,282,220,0.5324795842170715
528,93,person,0,81,251,355,0.8291399478912354
528,103,person,294,70,352,153,0.5123015642166138
529,93,person,0,81,251,355,0.8423172235488892
529,106,person,401,177,639,355,0.619056761264801
529,103,person,206,101,281,220,0.5365049242973328
530,93,person,0,81,252,355,0.8304814696311951
