Frame,Object ID,Class,X1,Y1,X2,Y2,Confidence
530,103,person,207,101,281,220,0.5364964008331299
530,107,person,341,99,412,209,0.5052021741867065
531,93,person,0,82,251,355,0.8341163396835327
531,107,person,340,100,412,221,0.502193808555603
532,93,person,0,81,251,355,0.7990736365318298
533,93,person,0,72,233,354,0.705702543258667
533,108,person,347,93,434,250,0.6299941539764404
533,109,person,292,61,355,154,0.5421760678291321
534,93,person,0,62,213,354,0.8017018437385559
534,108,person,262,112,420,295,0.5536229014396667
534,109,person,290,60,361,155,0.5522821545600891
534,110,person,162,88,269,249,0.5387874245643616
535,93,person,0,53,194,354,0.7010208964347839
535,108,person,349,79,465,282,0.6646956205368042
535,109,person,286,56,364,158,0.5753617286682129
536,93,person,0,42,177,354,0.5980554223060608
536,108,person,356,74,478,295,0.5194250345230103
536,111,person,137,77,258,281,0.5278388261795044
537,93,person,0,36,155,353,0.6993811130523682
537,108,person,240,96,456,352,0.510860025882721
537,111,person,125,70,252,295,0.5455431342124939
538,108,person,357,60,515,339,0.7527217268943787
538,111,person,90,64,247,318,0.6981679797172546
539,108,person,356,59,516,346,0.7098745703697205
539,111,person,96,63,247,303,0.6338297128677368
539,112,person,0,24,129,355,0.5079519152641296
540,108,person,353,59,518,346,0.7251102328300476
540,111,person,95,64,247,304,0.6905008554458618
541,108,person,354,60,512,345,0.7175681591033936
541,111,person,96,66,248,305,0.715680718421936
542,111,person,97,65,248,305,0.7136563658714294
542,108,person,355,60,508,345,0.6427305340766907
543,111,person,96,65,248,306,0.7248881459236145
543,108,person,354,61,506,344,0.527692437171936
544,111,person,95,65,247,304,0.7170960307121277
544,108,person,356,62,510,345,0.7083145380020142
545,108,person,357,62,509,346,0.706359326839447
545,111,person,96,65,247,305,0.7053253650665283
546,108,person,358,62,511,346,0.7614861726760864
546,111,person,96,64,247,305,0.7001609206199646
547,108,person,233,36,444,356,0.5067012906074524
547,111,person,96,64,247,307,0.6966034770011902
548,108,person,234,28,443,356,0.5006167888641357
548,111,person,96,65,247,308,0.6808851957321167
549,108,person,236,28,444,356,0.5092247128486633
549,111,person,97,65,246,310,0.6963303089141846
550,108,person,235,31,444,356,0.5057058334350586
550,111,person,97,65,247,312,0.6976068019866943
551,108,person,358,64,510,346,0.7660150527954102
551,111,person,97,64,246,313,0.6777368783950806
552,108,person,358,64,508,347,0.7710554003715515
552,111,person,97,64,246,314,0.6774863004684448
553,108,person,354,64,507,347,0.7007399201393127
553,111,person,97,64,247,313,0.6879425644874573
554,108,person,237,30,433,355,0.5219499468803406
554,111,person,97,66,247,319,0.6498017311096191
555,113,person,357,63,518,346,0.82879638671875
555,111,person,96,67,247,319,0.6662003993988037
556,113,person,356,63,518,346,0.8302410840988159
556,111,person,97,67,247,320,0.6518364548683167
556,114,person,242,31,417,355,0.5142965912818909
557,113,person,351,63,518,347,0.8189601302146912
557,111,person,96,67,286,351,0.5005104541778564
557,114,person,237,23,424,354,0.5416844487190247
558,113,person,355,63,517,349,0.8221041560173035
558,111,person,96,67,247,320,0.6557667851448059
558,114,person,244,23,418,355,0.5590577721595764
559,113,person,355,63,517,349,0.8212764263153076
559,111,person,96,67,247,323,0.6478759050369263
559,114,person,247,23,415,355,0.5440954566001892
560,113,person,355,64,517,350,0.8218619227409363
560,111,person,96,67,247,325,0.6303084492683411
560,114,person,244,23,408,355,0.527444064617157
561,113,person,356,64,517,350,0.8190971612930298
561,111,person,96,67,247,324,0.6313073635101318
561,114,person,245,24,410,355,0.5414271950721741
562,113,person,354,63,517,350,0.8252033591270447
562,111,person,97,66,247,325,0.6280296444892883
562,114,person,247,23,412,355,0.5435303449630737
563,113,person,355,64,517,350,0.827620804309845
563,111,person,97,66,247,325,0.6380939483642578
563,114,person,248,23,417,355,0.5492357015609741
564,113,person,358,64,517,349,0.821757972240448
564,111,person,96,67,247,321,0.6653263568878174
564,114,person,233,21,438,356,0.5657008290290833
565,113,person,355,64,517,347,0.8191283941268921
565,111,person,96,67,247,321,0.669262170791626
565,114,person,237,24,431,354,0.560272753238678
566,113,person,354,64,517,348,0.8154427409172058
566,111,person,96,67,247,321,0.6755949258804321
566,114,person,238,24,431,354,0.549187421798706
567,113,person,353,64,517,347,0.8178713321685791
567,111,person,96,67,247,317,0.700535774230957
567,114,person,233,22,441,356,0.58924800157547
568,113,person,352,64,517,347,0.8169135451316833
568,111,person,96,67,247,317,0.698518693447113
568,114,person,235,24,434,354,0.544792890548706
569,113,person,352,64,517,347,0.819835364818573
569,111,person,96,65,247,314,0.7081182599067688
569,114,person,234,24,441,356,0.543535590171814
570,113,person,353,64,517,347,0.8196073174476624
570,111,person,96,65,247,314,0.7002906203269958
570,114,person,234,22,441,356,0.5521222352981567
571,113,person,352,63,517,347,0.8253607153892517
571,111,person,96,64,247,313,0.6988426446914673
571,114,person,235,22,438,356,0.5734297633171082
572,113,person,353,63,517,345,0.8261533379554749
572,111,person,96,64,247,311,0.6850003004074097
572,114,person,234,28,440,356,0.5494727492332458
573,113,person,354,63,518,344,0.8296248912811279
573,111,person,96,64,247,312,0.6947258710861206
573,114,person,234,27,441,356,0.5980625748634338
574,113,person,353,64,517,347,0.818463921546936
574,111,person,96,64,246,312,0.705283522605896
574,114,person,235,28,439,356,0.5880851745605469
575,113,person,353,64,517,345,0.8163713216781616
575,111,person,95,64,247,311,0.6969934701919556
575,114,person,234,28,439,356,0.6109020709991455
576,113,person,353,64,517,344,0.8168498873710632
576,111,person,95,64,246,313,0.6975545883178711
576,114,person,234,28,440,356,0.6158608794212341
577,113,person,352,64,517,345,0.8151587843894958
577,111,person,95,65,246,313,0.7057510614395142
577,114,person,233,28,440,356,0.6113553643226624
578,113,person,352,64,517,346,0.8157393336296082
578,111,person,95,65,246,314,0.7031396627426147
578,114,person,233,28,441,356,0.6082073450088501
579,113,person,352,64,517,346,0.816622793674469
579,111,person,95,65,246,314,0.7023908495903015
579,114,person,233,29,441,356,0.5977092385292053
580,113,person,352,64,517,347,0.8131766319274902
580,111,person,95,65,246,313,0.7153616547584534
580,114,person,233,28,441,356,0.5901755690574646
581,113,person,351,64,517,344,0.8173847794532776
581,111,person,95,64,246,311,0.7278758883476257
581,114,person,234,28,441,356,0.6238336563110352
582,113,person,352,64,517,344,0.8164680004119873
582,111,person,95,64,246,312,0.7125332355499268
582,114,person,233,28,442,356,0.623168408870697
583,113,person,351,64,517,345,0.80465167760849
583,111,person,94,65,246,311,0.706133246421814
583,114,person,233,30,442,355,0.5610539317131042
584,113,person,351,64,516,347,0.8095608353614807
584,111,person,94,65,246,320,0.6676115989685059
584,114,person,233,30,441,355,0.5739257335662842
585,113,person,351,64,516,347,0.7972582578659058
585,111,person,94,65,246,315,0.6710048317909241
585,114,person,233,28,438,355,0.6063107848167419
586,113,person,352,65,517,344,0.8092496991157532
586,111,person,95,65,246,313,0.7111138105392456
586,114,person,232,32,440,355,0.5767128467559814
587,113,person,352,65,517,344,0.8112688660621643
587,111,person,95,65,246,313,0.715059220790863
587,114,person,233,30,439,355,0.5964229106903076
588,113,person,352,64,517,344,0.8218939304351807
588,111,person,94,65,246,312,0.7016641497612
588,114,person,233,29,440,355,0.6356214880943298
589,113,person,351,64,517,344,0.8218477964401245
589,111,person,94,65,246,315,0.6966320276260376
589,114,person,233,30,440,355,0.6253836750984192
590,114,person,141,35,549,354,0.8272669911384583
590,111,person,31,36,293,354,0.7486502528190613
591,114,person,139,34,549,354,0.8253121376037598
591,111,person,0,2,211,354,0.5307101011276245
592,114,person,132,34,554,354,0.8071717023849487
593,114,person,133,34,553,354,0.819846510887146
594,114,person,132,33,555,354,0.7995080351829529
594,115,person,11,38,298,351,0.7132368683815002
595,115,person,5,38,299,352,0.7076603174209595
595,114,person,130,34,549,353,0.6902549862861633
595,116,person,419,1,639,350,0.5247082710266113
596,115,person,10,37,300,349,0.7052775025367737
596,114,person,134,34,548,353,0.6783344745635986
597,114,person,137,33,546,354,0.7034069299697876
597,115,person,5,35,299,348,0.6347267031669617
598,114,person,132,32,546,354,0.7475878000259399
598,115,person,3,35,299,343,0.5181692838668823
599,114,person,125,33,543,354,0.6508876085281372
599,117,person,422,1,639,348,0.5193425416946411
600,114,person,142,32,546,354,0.5794057250022888
601,114,person,158,32,547,353,0.625905454158783
602,114,person,164,32,547,354,0.6710968017578125
602,118,person,0,4,257,355,0.6419132351875305
603,118,person,0,4,255,352,0.7022367119789124
603,114,person,147,32,548,354,0.629997730255127
603,119,person,427,1,639,350,0.5066953301429749
604,114,person,142,32,548,354,0.6076606512069702
604,118,person,0,3,254,351,0.5384060144424438
605,114,person,129,31,549,354,0.6267962455749512
605,120,person,429,1,639,351,0.5725057125091553
606,114,person,132,30,550,354,0.6674781441688538
606,120,person,430,1,639,351,0.5824198126792908
607,121,person,2,24,299,336,0.7154861092567444
607,114,person,113,29,560,354,0.6112943887710571
607,120,person,432,1,639,351,0.573668360710144
608,114,person,135,29,550,354,0.6406118869781494
608,120,person,434,1,639,349,0.576438844203949
608,121,person,3,22,302,337,0.5728225111961365
609,121,person,1,20,306,350,0.685060441493988
609,114,person,125,29,550,354,0.5863004326820374
609,120,person,435,1,639,350,0.5815961360931396
610,121,person,1,19,304,349,0.8030219078063965
610,114,person,126,28,575,354,0.6896027326583862
610,120,person,437,1,639,348,0.5933587551116943
611,121,person,0,17,309,349,0.8065810799598694
611,120,person,437,1,639,349,0.5774323344230652
612,121,person,1,15,309,342,0.8386855721473694
612,120,person,439,1,639,345,0.5610529780387878
613,121,person,2,12,310,348,0.830216109752655
613,120,person,441,1,639,349,0.569618284702301
644,122,cell phone,247,18,434,356,0.5644537210464478
645,122,cell phone,246,19,428,355,0.700695276260376
691,123,frisbee,275,134,362,225,0.5260788202285767
695,124,frisbee,282,141,355,219,0.521919310092926
699,125,frisbee,285,145,353,215,0.5397562384605408
700,125,frisbee,285,145,352,214,0.5582713484764099
701,125,frisbee,285,145,352,214,0.5255460739135742
703,126,frisbee,286,146,351,214,0.5188161730766296
705,127,frisbee,286,146,351,214,0.5165883302688599
